"id"	"class_anki"	"sbs_class"	"sbs_category"	"sbs_patimokkha"	"sbs_meaning"	"sbs_notes"	"sbs_source_1"	"sbs_sutta_1"	"sbs_example_1"	"sbs_chant_pali_1"	"sbs_chant_eng_1"	"sbs_chapter_1"	"sbs_source_2"	"sbs_sutta_2"	"sbs_example_2"	"sbs_chant_pali_2"	"sbs_chant_eng_2"	"sbs_chapter_2"	"sbs_source_3"	"sbs_sutta_3"	"sbs_example_3"	"sbs_chant_pali_3"	"sbs_chant_eng_3"	"sbs_chapter_3"	"sbs_source_4"	"sbs_sutta_4"	"sbs_example_4"	"sbs_chant_pali_4"	"sbs_chant_eng_4"	"sbs_chapter_4"	"sbs_index"
"34993"	"19"	"19"	""	""	""	""	""	""	""	""	""	""	"MN33"	"mahāgopālakasuttaṃ"	"idha, bhikkhave, bhikkhu tathāgatappavedite dhammavinaye desiyamāne na labhati atthavedaṃ, na labhati dhammavedaṃ, na labhati <b>dhamm'ūpasaṃhitaṃ</b> pāmojjaṃ."	""	""	""	"AN6.10"	"mahānāmasuttaṃ"	"ujugatacitto kho pana, mahānāma, ariyasāvako labhati atthavedaṃ, labhati dhammavedaṃ, labhati <b>dhamm'ūpasaṃhitaṃ</b> pāmojjaṃ."	""	""	""	""	""	""	""	""	""	""
"34995"	""	"13"	""	""	""	""	"MN91"	"brahmāyusuttaṃ"	"parosahassaṃ kho pan'assa puttā bhavanti sūrā vīr'aṅgarūpā parasenappamaddanā. so imaṃ pathaviṃ sāgarapariyantaṃ adaṇḍena asatthena <b>dhammena</b> abhivijiya ajjhāvasati."	""	""	""	"DHP257"	"dhammaṭṭhavaggo"	"asāhasena <b>dhammena</b>,
samena nayatī pare,
dhammassa gutto medhāvī,
dhammaṭṭho'ti pavuccati."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"35000"	"29"	""	""	""	""	""	"SNP43"	"paramaṭṭhakasuttaṃ
aṭṭhakavaggo 5"	"yass'ūbhay'ante paṇidh'īdha n'atthi,
bhavābhavāya idha vā huraṃ vā,
nivesanā tassa na santi keci,
<b>dhammesu niccheyya samuggahītaṃ</b>."	""	""	""	"SNP41"	"duṭṭhaṭṭhakasuttaṃ
aṭṭhakavaggo 3"	"diṭṭhīnivesā na hi svātivattā,
<b>dhammesu niccheyya samuggahītaṃ</b>,
tasmā naro tesu nivesanesu,
nirassatī ādiyatī ca dhammaṃ."	""	""	""	"SNP47"	"māgaṇḍiyasuttaṃ
aṭṭhakavaggo 9"	"idaṃ vadāmī'ti na tassa hoti,
<b>dhammesu niccheyya samuggahītaṃ</b>,
passañ'ca diṭṭhīsu anuggahāya,
ajjhattasantiṃ pacinaṃ adassaṃ."	""	""	""	""	""	""	""	""	""	""
"35005"	""	"11"	""	"vib"	""	""	"DHP395"	"brāhmaṇavaggo"	"paṃsukūla<b>dharaṃ</b> jantuṃ,
kisaṃ dhamanisanthataṃ,
ekaṃ vanasmiṃ jhāyantaṃ,
tam'ahaṃ brūmi brāhmaṇaṃ."	""	""	""	"VIN1.1.1"	"paṭhamapārājikaṃ, santhatabhāṇavāro"	"bhikkhū'ti bhikkhako'ti bhikkhu, bhikkhācariyaṃ ajjhupagato'ti bhikkhu, bhinnapaṭa<b>dharo</b>'ti bhikkhu, samaññāya bhikkhu, paṭiññāya bhikkhu, ehi bhikkhū'ti bhikkhu, tīhi saraṇagamanehi upasampanno'ti bhikkhu"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"35007"	""	"11"	""	""	""	""	"AN4.180"	"mahāpadesasuttaṃ"	"asukasmiṃ nāma āvāse sambahulā therā bhikkhū viharanti bahussutā āgat'āgamā dhamma<b>dharā</b> vinaya<b>dharā</b> mātikā<b>dharā</b>. tesaṃ me therānaṃ sammukhā sutaṃ sammukhā paṭiggahitaṃ"	"Cattāro mahāpadesā"	"The Four Great References"	"Teachings"	"AN5.59"	"paṭhamavuḍḍhapabbajitasuttaṃ"	"dullabho, bhikkhave, vuḍḍhapabbajito nipuṇo, dullabho ākappasampanno, dullabho bahussuto, dullabho dhammakathiko, dullabho vinaya<b>dharo</b>."	""	""	""	"AN7.6"	"vitthatadhanasuttaṃ"	"idha, bhikkhave, ariyasāvako bahussuto hoti suta<b>dharo</b> sutasannicayo"	""	""	""	"AN10.44"	"kusinārasuttaṃ"	"bahussuto nu kho'mhi suta<b>dharo</b> sutasannicayo, ye te dhammā ādikalyāṇā majjhekalyāṇā pariyosānakalyāṇā sātthaṃ sabyañjanaṃ kevalaparipuṇṇaṃ parisuddhaṃ brahmacariyaṃ abhivadanti."	""	""	""	"26"
"35012"	""	"10"	""	""	""	""	"Thai"	""	"yesaṃ pariññāya <b>dharamāno</b> so bhagavā evaṃ bahulaṃ sāvake vineti"	"Ratanattaya-paṇāma"	"Salutation to the Triple Gem"	"Homage to the Triple Gem"	"ITIa3.5.1"	"aggappasādasuttavaṇṇanā"	"tattha <b>dharamānaṃ</b> bhagavantaṃ catūhi paccayehi upaṭṭhahantā pūjentā sakkarontā parinibbutañ'ca bhagavantaṃ uddissa dhātucetiyādike upaṭṭhahantā pūjentā sakkarontā buddhe dānaṃ dadan'ti nāma."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"6"
"35019"	""	"3"	""	""	""	""	"TH176"	"vāraṇattheragāthā"	"yo'dha koci manussesu,
parapāṇāni hiṃsati,
asmā lokā paramhā ca,
ubhayā <b>dhaṃsate</b> naro."	""	""	""	"TH172"	"bākulattheragāthā"	"yo pubbe karaṇīyāni,
pacchā so kātum'icchati,
sukhā so <b>dhaṃsate</b> ṭhānā,
pacchā ca manutappati."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"35020"	"46"	""	""	""	""	""	""	""	""	""	""	""	"TH172"	"bākulattheragāthā"	"yo pubbe karaṇīyāni,
pacchā so kātum'icchati,
sukhā so <b>dhaṃsate</b> ṭhānā,
pacchā ca manutappati."	""	""	""	"TH176"	"vāraṇattheragāthā"	"yo'dha koci manussesu,
parapāṇāni hiṃsati,
asmā lokā paramhā ca,
ubhayā <b>dhaṃsate</b> naro."	""	""	""	""	""	""	""	""	""	""
"35023"	""	"5"	""	""	""	""	"DHP244"	"malavaggo"	"sujīvaṃ ahirikena,
kākasūrena <b>dhaṃsinā</b>,
pakkhandinā pagabbhena,
saṃkiliṭṭhena jīvitaṃ."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"35029"	""	""	""	""	""	""	"MN35"	"cūḷa saccakasuttaṃ"	"etth'ev'assa satta<b>dhā</b> muddhaṃ phālessāmī'ti"	""	""	""	"SN35.246"	"vīṇopamasuttaṃ"	"anekehi sambhārehi samāraddhā vadatī'ti. so taṃ vīṇaṃ dasa<b>dhā</b> vā sata<b>dhā</b> vā phāleyya, dasadhā vā satadhā vā taṃ phāletvā sakalikaṃ sakalikaṃ kareyya."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"35031"	"18"	"11"	""	""	""	""	""	""	""	""	""	""	"AN7.6"	"vitthatadhanasuttaṃ"	"tathārūpā'ssa dhammā bahussutā honti <b>dhātā</b> vacasā paricitā manas'ānupekkhitā diṭṭhiyā suppaṭividdhā. idaṃ vuccati, bhikkhave, sutadhanaṃ"	""	""	""	"AN4.97"	"khippanisantisuttaṃ"	"idha, bhikkhave, ekacco puggalo khippanisantī ca hoti kusalesu dhammesu, sutānañ'ca dhammānaṃ dhārakajātiko hoti, <b>dhātānañ</b>'ca dhammānaṃ atth'ūpaparikkhī hoti attham'aññāya dhammam'aññāya, dhamm'ānudhammappaṭipanno hoti."	""	""	""	""	""	""	""	""	""	""
"35032"	""	"11"	""	""	""	""	"DN31.11"	"siṅgālasuttaṃ"	"atisītan'ti kammaṃ na karoti, atiuṇhan'ti kammaṃ na karoti, atisāyan'ti kammaṃ na karoti, atipāto'ti kammaṃ na karoti, atichāto'smī'ti kammaṃ na karoti, ati<b>dhāto</b>'smī'ti kammaṃ na karoti."	""	""	""	"DN31.11"	"siṅgālasuttaṃ"	"ati<b>dhāto</b>'smī'ti kammaṃ na karoti. tassa evaṃ kicc'āpadesabahulassa viharato anuppannā c'eva bhogā n'uppajjanti, uppannā ca bhogā parikkhayaṃ gacchanti."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"35034"	""	"19"	""	""	""	""	"MN28"	"mahāhatthipadopamasuttaṃ"	"so phasso anicco'ti passati, vedanā aniccā'ti passati, saññā aniccā'ti passati, saṅkhārā aniccā'ti passati, viññāṇaṃ aniccan'ti passati. tassa <b>dhāt'ārammaṇam</b>'eva cittaṃ pakkhandati pasīdati santiṭṭhati adhimuccati."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"35037"	"8"	"8"	"sn12"	""	""	""	"MN43"	"mahāvedallasuttaṃ"	"kati pan'āvuso, paccayā animittāya cetovimuttiyā samāpattiyā'ti? dve kho, āvuso, paccayā animittāya cetovimuttiyā samāpattiyā, sabbanimittānañ'ca amanasikāro, animittāya ca <b>dhātuyā</b> manasikāro."	""	""	""	"DN22.6"	"mahāsatipaṭṭhānasuttaṃ"	"puna caparaṃ, bhikkhave, bhikkhu imam'eva kāyaṃ yathāṭhitaṃ yathāpaṇihitaṃ dhātuso paccavekkhati atthi imasmiṃ kāye pathavī<b>dhātu</b> āpo<b>dhātu</b> tejo<b>dhātu</b> vāyo<b>dhātū</b>'ti"	""	""	""	"Trad"	""	"yathā paccayaṃ pavattamānaṃ <b>dhātu</b>mattam'ev'etaṃ, yad idaṃ piṇḍapāto tad upabhuñjako ca puggalo, <b>dhātu</b>mattako nissatto nijjīvo suñño,"	""	""	""	"SN12.20"	"paccayasuttaṃ"	"uppādā vā tathāgatānaṃ anuppādā vā tathāgatānaṃ, ṭhitāva sā <b>dhātu</b> dhammaṭṭhitatā dhammaniyāmatā idappaccayatā. taṃ tathāgato abhisambujjhati abhisameti."	""	""	""	""
"35038"	""	"8"	""	""	""	""	"AN3.66"	"kesamuttisuttaṃ"	"iti kho, ānanda, kammaṃ khettaṃ, viññāṇaṃ bījaṃ, taṇhā sneho. avijjānīvaraṇānaṃ sattānaṃ taṇhāsaṃyojanānaṃ hīnāya <b>dhātuyā</b> viññāṇaṃ patiṭṭhitaṃ evaṃ āyatiṃ punabbhav'ābhinibbatti hoti."	""	""	""	"SN22.4"	"dutiyahāliddikānisuttaṃ"	"saññā<b>dhātuyā</b> kho yo chando yo rāgo yā nandī yā taṇhā ye upay'upādānā cetaso adhiṭṭhān'ābhinives'ānusayā, tesaṃ khayā virāgā nirodhā cāgā paṭinissaggā cittaṃ suvimuttan'ti vuccati."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"35039"	""	"8"	""	""	""	""	"MIL4.3.7"	"buddhapūjanapañho"	"bhante nāgasena, bhāsitam'p'etaṃ tathāgatena, abyāvaṭā tumhe, ānanda, hotha tathāgatassa sarīrapūjāyā'ti. puna ca bhaṇitaṃ,
pūjetha naṃ pūjaniyassa <b>dhātuṃ</b>,
evaṃ karā saggamito gamissathā'ti."	""	""	""	"VINa1.2.3"	"tatiyasaṅgīti kathā"	"rājā sumanaṃ upasaṅkamitvā pucchi kuto dāni bhante <b>dhātuyo</b> lacchāmāti"	""	""	""	"Sri Lanka"	"vandāmicetiyagāthā"	"vandāmi cetiyaṃ sabbaṃ, sabbaṭhānesu patiṭṭhitaṃ, sārīrika<b>dhātu</b>mahābodhiṃ, buddharūpaṃ sakalaṃ sadā"	""	""	""	""	""	""	""	""	""	""
"35040"	""	"8"	""	""	""	""	"AN6.38"	"attakārīsuttaṃ"	"yaṃ kho, brāhmaṇa, ārabbha<b>dhātuyā</b> sati ārabbhavanto sattā paññāyanti, ayaṃ sattānaṃ attakāro ayaṃ parakāro."	""	""	""	"AN1.11-20"	"nīvaraṇappahāna vaggo"	"nāhaṃ aññaṃ ekadhammam'pi samanupassāmi yena anuppannaṃ vā thinamiddhaṃ n'uppajjati uppannaṃ vā thinamiddhaṃ pahīyati yatha'y'idaṃ ārambha<b>dhātu</b> nikkama<b>dhātu</b> parakkama<b>dhātu</b>."	""	""	""	"SN22.47"	"samanupassanāsuttaṃ"	"cakkhu'ndriyassa sot'indriyassa ghān'indriyassa jivh'indriyassa kāy'indriyassa. atthi, bhikkhave, mano, atthi dhammā, atthi avijjā<b>dhātu</b>."	""	""	""	""	""	""	""	""	""	""
"35043"	""	"8"	""	""	""	""	"MN115"	"bahudhātukasuttaṃ"	"aṭṭhārasa <b>dhātuyo</b>, cakkhu<b>dhātu</b> rūpa<b>dhātu</b> cakkhuviññāṇa<b>dhātu</b>, sota<b>dhātu</b> sadda<b>dhātu</b> sotaviññāṇa<b>dhātu</b>,"	"Vipassanā-bhūmi-pāṭho"	""	"Funeral Chants"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"66"
"35058"	""	""	""	""	""	""	"Trad"	""	"yathā paccayaṃ pavattamānaṃ dhātu-mattam'ev'etaṃ, yad idaṃ piṇḍapāto tad upabhuñjako ca puggalo, <b>dhātumattako</b> nissatto nijjīvo suñño"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"35060"	""	"11"	""	""	""	""	"MN140"	"dhātuvibhaṅgasuttaṃ"	"cha<b>dhāturo</b> ayaṃ, bhikkhu, puriso chaphass'āyatano aṭṭhārasamano'pavicāro catur'ādhiṭṭhāno, yattha ṭhitaṃ maññ'assavā nappavattanti, maññ'assave kho pana nappavattamāne muni santo'ti vuccati."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"35070"	"18"	"13"	""	""	""	""	""	""	""	""	""	""	"SN22.57"	"sattaṭṭhānasuttaṃ"	"idha, bhikkhave, bhikkhu <b>dhātuso</b> upaparikkhati, āyatanaso upaparikkhati, paṭiccasamuppādaso upaparikkhati. evaṃ kho, bhikkhave, bhikkhu tividh'ūpaparikkhī hoti."	""	""	""	"DN22.6"	"mahāsatipaṭṭhānasuttaṃ"	"puna caparaṃ, bhikkhave, bhikkhu imam'eva kāyaṃ yathāṭhitaṃ yathāpaṇihitaṃ <b>dhātuso</b> paccavekkhati atthi imasmiṃ kāye pathavīdhātu āpodhātu tejodhātu vāyodhātū'ti"	""	""	""	""	""	""	""	""	""	""
"35083"	""	"9"	""	""	""	""	"DN22.15"	"mahāsatipaṭṭhānasuttaṃ"	"katamañ'ca, bhikkhave, maraṇaṃ? yaṃ tesaṃ tesaṃ sattānaṃ tamhā tamhā sattanikāyā cuti cavanatā bhedo antara<b>dhānaṃ</b> maccu maraṇaṃ kālakiriyā khandhānaṃ bhedo kaḷevarassa nikkhepo jīvitindriyassupacchedo, idaṃ vuccati, bhikkhave, maraṇaṃ"	""	""	""	"SN20.7"	"āṇisuttaṃ"	"evam'etesaṃ, bhikkhave, suttantānaṃ tathāgatabhāsitānaṃ gambhīrānaṃ gambhīr'atthānaṃ lok'uttarānaṃ suññatappaṭisaṃyuttānaṃ antara<b>dhānaṃ</b> bhavissati."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"35086"	"25"	"8"	"sn22"	""	""	""	"JA488"	"bhisa jātakaṃ"	"so bajjhataṃ pāsasatehi chabbhi,
rammā vanā niyyatu rāja<b>dhāniṃ</b>,
tuttehi so haññatu pācanehi,
bhisāni te brāhmaṇa yo ahāsi."	""	""	""	"DN2.4"	"mahāsudassanasuttaṃ"	"kusāvatiyā, ānanda, rāja<b>dhāniyā</b> catunnaṃ vaṇṇānaṃ dvārāni ahesuṃ. ekaṃ dvāraṃ sovaṇṇamayaṃ, ekaṃ rūpiyamayaṃ, ekaṃ veḷuriyamayaṃ, ekaṃ phalikamayaṃ."	""	""	""	"DN26.9"	"cakkavattisuttaṃ"	"asītivassasahass'āyukesu, bhikkhave, manussesu ayaṃ jambudīpo iddho c'eva bhavissati phīto ca, kukkuṭasampātikā gāmanigamarāja<b>dhāniyo</b>."	""	""	""	""	""	""	""	""	""	""
"35098"	"20"	"9"	"mn107"	""	""	""	"MN107"	"gaṇakamoggallānasuttaṃ"	"samiñjite pasārite sampajānakārī, saṅghāṭipattacīvara<b>dhāraṇe</b> sampajānakārī, asite pīte khāyite sāyite sampajānakārī"	"Anupubba-sikkhā"	"The Gradual Training"	"Teachings"	""	""	""	""	""	""	"MN40"	"cūḷāssapurasuttaṃ"	"ehi tvaṃ, bhadramukha, saṅghāṭiko hohi, saṅghāṭikassa te sato saṅghāṭi<b>dhāraṇa</b>mattena abhijjhālussa abhijjhā pahīyissati"	""	""	""	""	""	""	""	""	""	"19"
"35104"	"16"	"3"	""	""	""	""	""	""	""	""	""	""	"DHP222"	"kodhavaggo"	"yo ve uppatitaṃ kodhaṃ,
rathaṃ bhantaṃ'va <b>dhāraye</b>,
tam'ahaṃ sārathiṃ brūmi,
rasmiggāho itaro jano."	""	""	""	"SN9.3"	"kassapagottasuttaṃ"	"sace'pi dasa pajjote,
<b>dhārayissasi</b> kassapa,
n'eva dakkhati rūpāni,
cakkhu hi'ssa na vijjatī'ti."	""	""	""	""	""	""	""	""	""	""
"35105"	""	"3"	""	"pat"	""	""	"VIN PAT NID"	"nidānuddeso"	"tatth'āyasmante pucchāmi, kacci'ttha parisuddhā, dutiyam'pi pucchāmi, kacci'ttha parisuddhā, tatiyam'pi pucchāmi, kacci'ttha parisuddhā, parisuddh'etth'āyasmanto, tasmā tuṇhī, evam'etaṃ <b>dhārayāmī</b>'ti."	""	""	""	"VIN5.4.7"	"tiṇavatthārakaṃ"	"desitā amhākaṃ imā āpattiyo saṅghamajjhe tiṇ'avatthārakena, ṭhapetvā thullavajjaṃ, ṭhapetvā gihippaṭisaṃyuttaṃ. khamati saṅghassa, tasmā tuṇhī, evam'etaṃ <b>dhārayāmī</b>'ti."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"35111"	"43"	"4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SNP37"	"nālakasuttaṃ
mahāvaggo 11"	"anekasākhañ'ca sahassamaṇḍalaṃ,
chattaṃ marū <b>dhārayum</b>'antalikkhe,
suvaṇṇadaṇḍā vītipatanti cāmarā,
na dissare cāmarachattagāhakā."	""	""	""	""	""	""	""	""	""	""
"35114"	"22"	"7"	""	""	""	""	"TH257"	"pārāpariyattheragāthā"	"tato pāsādikaṃ āsi, gataṃ bhuttaṃ nisevitaṃ.
siniddhā tela<b>dhārā</b>'va, ahosi iriyāpatho."	"Pārāpariya-thera-gāthā"	"From the Elder Pārāpariya"	"Verses"	"UD45"	"uposathasuttaṃ"	"puna caparaṃ, bhikkhave, yā ca loke savantiyo mahāsamuddaṃ appenti, yā ca antalikkhā <b>dhārā</b> papatanti, na tena mahāsamuddassa ūnattaṃ vā pūrattaṃ vā paññāyati"	""	""	""	"MN39"	"mahāassapurasuttaṃ"	"na dakkhiṇāya disāya udakassa āyamukhaṃ, devo ca na kālena kālaṃ sammā<b>dhāraṃ</b> anuppaveccheyya."	""	""	""	""	""	""	""	""	""	"14"
"35118"	"44"	"13"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"DN2.2"	"sāmaññaphalasuttaṃ"	"atha kho rājā māgadho ajātasattu vedehiputto pañcasu hatthinikāsatesu paccekā itthiyo āropetvā ārohaṇīyaṃ nāgaṃ abhiruhitvā ukkāsu <b>dhāriyamānāsu</b> rājagahamhā niyyāsi"	""	""	""	""	""	""	""	""	""	""
"35119"	""	"5"	""	""	""	""	"SN1.25"	"arahantasuttaṃ"	"yo hoti bhikkhu arahaṃ katāvī,
khīṇ'āsavo antimadeha<b>dhārī</b>,
ahaṃ vadāmī'ti'pi so vadeyya,
mamaṃ vadantī'ti'pi so vadeyyā'ti."	""	""	""	"TH262"	"tālapuṭattheragāthā"	"na te idaṃ citta yathā purāṇakaṃ,
n'āhaṃ alaṃ tuyha vase nivattituṃ,
mah'esino pabbajito'mhi sāsane,
na mādisā honti vināsa<b>dhārino</b>."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"35120"	""	"5"	""	""	""	""	"Thai"	""	"dhammo dhajo yo viya tassa satthu dassesi lokassa visuddhimaggaṃ, niyyāniko dhammadharassa <b>dhārī</b> sāt'āvaho santikaro suciṇṇo"	"Nama-kāra-siddhi-gāthā"	""	"Protective Recitations"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"51"
"35122"	""	"14"	""	""	""	""	"AN4.122"	"ūmibhayasuttaṃ"	"evaṃ te abhikkamitabbaṃ, evaṃ te paṭikkamitabbaṃ, evaṃ te āloketabbaṃ, evaṃ te viloketabbaṃ, evaṃ te samiñjitabbaṃ, evaṃ te pasāritabbaṃ, evaṃ te saṅghāṭipattacīvaraṃ <b>dhāretabban</b>'ti."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"35123"	"14"	"14"	""	"pat"	""	""	"VIN PAT NP 1"	"kathinasikkhāpadaṃ"	"niṭṭhitacīvarasmiṃ bhikkhunā ubbhatasmiṃ kathine das'āhaparamaṃ atirekacīvaraṃ <b>dhāretabbaṃ</b>, taṃ atikkāmayato nissaggiyaṃ pācittiyaṃ."	""	""	""	"VIN PAT NP 14"	"chabbassasikkhāpadaṃ"	"navaṃ pana bhikkhunā santhataṃ kārāpetvā chabbassāni <b>dhāretabbaṃ</b>, orena ce channaṃ vassānaṃ taṃ santhataṃ vissajjetvā vā avissajjetvā vā aññaṃ navaṃ santhataṃ kārāpeyya aññatra bhikkhusammutiyā, nissaggiyaṃ pācittiyaṃ."	""	""	""	"VIN PAT NP 22"	"ūnapañcabandhana sikkhāpada"	"yo ca tassā bhikkhuparisāya pattapariyanto so tassa bhikkhuno padātabbo, ayaṃ te, bhikkhu, patto, yāva bhedanāya <b>dhāretabbo</b>'ti."	""	""	""	""	""	""	""	""	""	""
"35124"	""	"14"	""	""	""	""	"PAT PK"	"dhammayuttikapubbakicca"	"iti evaṃ sabbehi āyasmantehi utu'kkhānaṃ <b>dhāretabbaṃ</b>."	"Pubbakicca"	"Preliminary duty"	"International Pātimokkha"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"75"
"35126"	"31"	"3"	"mn107"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"MN7"	"vatthasuttaṃ"	"seyyathā'pi, bho gotama, nikkujjitaṃ vā ukkujjeyya, paṭicchannaṃ vā vivareyya, mūḷhassa vā maggaṃ ācikkheyya, andhakāre vā telapajjotaṃ <b>dhāreyya</b>, cakkhumanto rūpāni dakkhantī'ti."	""	""	""	""	""	""	""	""	""	""
"35127"	""	"3"	""	""	""	""	"ITI62"	"indriyasuttaṃ"	"sa ve indriyasampanno,
santo santipade rato,
<b>dhāreti</b> antimaṃ dehaṃ,
jetvā māraṃ savāhinin'ti."	""	""	""	"DHPa1.1.1"	"cakkhupālattheravatthu"	"tasmā te cakkhūni nassantu vā bhijjantu vā, buddhasāsanam'eva <b>dhārehi</b>, mā cakkhūnī'ti"	""	""	""	"DN3.15"	"ambaṭṭhasuttaṃ"	"seyyathā'pi, bho gotama, nikkujjitaṃ vā ukkujjeyya, paṭicchannaṃ vā vivareyya, mūḷhassa vā maggaṃ ācikkheyya, andhakāre vā telapajjotaṃ <b>dhāreyya</b>"	""	""	""	""	""	""	""	""	""	""
"35128"	"3"	"3"	"mn107"	""	""	""	"AN8.53"	"saṃkhittasuttaṃ"	"ek'aṃsena, gotami, <b>dhāreyyāsi</b>, eso dhammo, eso vinayo, etaṃ satthusāsanan'ti"	"Saṅkhitta-dhamma"	"The Dhamma in Brief"	"Teachings"	"AN10.58"	"mūlakasuttaṃ"	"bhagavaṃmūlakā no, bhante, dhammā bhagavaṃnettikā bhagavaṃpaṭisaraṇā. sādhu vata, bhante, bhagavantaṃ'y'eva paṭibhātu etassa bhāsitassa attho. bhagavato sutvā bhikkhū <b>dhāressantī</b>'ti."	""	""	""	"DN2.32"	"sāmaññaphalasuttaṃ"	"maṃ bhagavā <b>dhāretu</b> ajja't'agge pāṇ'upetaṃ saraṇaṃ gataṃ"	""	""	""	"MN133"	"mahākaccānabhaddekarattasuttaṃ"	"<b>dhārehi</b> tvaṃ, bhikkhu, bhadd'ekarattassa uddesañ'ca vibhaṅgañ'ca."	""	""	""	"25"
"35137"	"5"	"5"	""	""	""	""	""	""	""	""	""	""	"AN6.61"	"majjhesuttaṃ"	"upasaṅkamitvā bhagavato etam'atthaṃ ārocessāma. yathā no bhagavā byākarissati tathā naṃ <b>dhāressāmā</b>'ti."	""	""	""	"MN3"	"dhammadāyādasuttaṃ"	"sādhu vat'āyasmantaṃ'y'eva sāriputtaṃ paṭibhātu etassa bhāsitassa attho, āyasmato sāriputtassa sutvā bhikkhū <b>dhāressantī</b>'ti."	""	""	""	""	""	""	""	""	""	""
"35138"	""	"9"	""	""	""	""	"MN139"	"araṇavibhaṅgasuttaṃ"	"idha, bhikkhave, tadev'ekaccesu janapadesu, pātī'ti sañjānanti, pattan'ti sañjānanti, vittan'ti sañjānanti, sarāvan'ti sañjānanti, <b>dhāropan</b>'ti sañjānanti, poṇan'ti sañjānanti, pisīlavan'ti sañjānanti."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"35140"	""	"3"	""	""	""	""	"DHP344"	"taṇhāvaggo"	"yo nibbanatho van'ādhimutto,
vanamutto vanam'eva <b>dhāvati</b>,
taṃ puggalam'etha passatha,
mutto bandhanam'eva dhāvati."	""	""	""	"SNP53"	"attadaṇḍasuttaṃ
aṭṭhakavaggo 15"	"yena sallena otiṇṇo,
disā sabbā vidhāvati,
tam'eva sallam'abbuyha,
na <b>dhāvati</b> na sīdati."	""	""	""	"MN137"	"saḷāyatanavibhaṅgasuttaṃ"	"hatthidamakena, bhikkhave, hatthidammo sārito ekaṃ'y'eva disaṃ <b>dhāvati</b>, puratthimaṃ vā pacchimaṃ vā uttaraṃ vā dakkhiṇaṃ vā."	""	""	""	""	""	""	""	""	""	""
"35143"	""	"10"	""	""	""	""	"Trad"	""	"ukkhittakhaggam'atihatthasudāruṇan'taṃ, <b>dhāvan</b>'tiyojanapath'aṅgulimālavantaṃ. iddhī'bhisaṅkhatamano jitavā mun'indo."	"Jaya-maṅgala-aṭṭha-gāthā"	""	"Protective Recitations"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"62"
"35158"	"16"	"13"	""	""	""	""	""	""	""	""	""	""	"SN48.41"	"jarādhammasuttaṃ"	"<b>dhī</b> taṃ jammi jare atthu,
dubbaṇṇakaraṇī jare,
tāva manoramaṃ bimbaṃ,
jarāya abhimadditaṃ."	""	""	""	"DHP389"	"brāhmaṇavaggo"	"na brāhmaṇassa pahareyya,
n'āssa muñcetha brāhmaṇo,
<b>dhī</b> brāhmaṇassa hantāraṃ,
tato <b>dhī</b> y'assa muñcati."	""	""	""	""	""	""	""	""	""	""
